species,conifer,crops,hilli,mixed_for,moor_heath,ndvi,pasture,peat,precsea,realmat,scrub,sparse_veg,tempsea,wbann
Lepus_timidus_timidus,-0.697867323,-0.653870086,0.449251714,-0.490400795,1.542269889,-1.043751432,-0.455179978,-0.301509071,0.023982649,-1.026121701,-0.425024934,-0.275216281,-0.516673497,2.200655781
Lepus_timidus_timidus,-0.697867323,-0.653870086,0.449251714,-0.490400795,1.542269889,-1.043751432,-0.455179978,-0.301509071,0.023982649,-1.026121701,-0.425024934,-0.275216281,-0.516673497,2.200655781
Lepus_timidus_timidus,2.028841473,-0.653870086,0.048682713,-0.490400795,-0.343897062,-0.188335783,-0.455179978,-0.301509071,0.269165465,-0.197259056,-0.425024934,-0.275216281,-0.128175309,0.17675934
Lepus_timidus_timidus,2.028841473,-0.653870086,0.048682713,-0.490400795,-0.343897062,-0.188335783,-0.455179978,-0.301509071,0.269165465,-0.197259056,-0.425024934,-0.275216281,-0.128175309,0.17675934
Lepus_timidus_timidus,-0.697867323,0.511571824,-0.472605598,-0.490400795,-0.343897062,0.191848472,-0.455179978,-0.301509071,0.023982649,0.104145542,-0.425024934,-0.275216281,0.115972635,-0.053585982
Lepus_timidus_timidus,-0.697867323,0.511571824,-0.472605598,-0.490400795,-0.343897062,0.191848472,-0.455179978,-0.301509071,0.023982649,0.104145542,-0.425024934,-0.275216281,0.115972635,-0.053585982
Lepus_timidus_timidus,0.514003253,0.511571824,-0.033625939,1.923473378,-0.343897062,0.049279723,1.603001622,-0.301509071,0.023982649,0.003677343,-0.425024934,-0.275216281,0.007264426,-0.132229317
Lepus_timidus_timidus,2.028841473,0.511571824,0.954078295,-0.490400795,-0.343897062,-0.378428319,-0.455179978,-0.301509071,0.391756873,-0.322844305,-0.425024934,-0.275216281,-0.084216799,0.147299841
Lepus_timidus_timidus,2.028841473,-0.653870086,-0.500041862,-0.490400795,-0.343897062,0.239371606,-0.455179978,-0.301509071,-0.098608759,-0.147024956,-0.425024934,-0.275216281,0.212206131,-0.018019965
Lepus_timidus_timidus,2.028841473,-0.653870086,-0.500041862,-0.490400795,-0.343897062,0.239371606,-0.455179978,-0.301509071,-0.098608759,-0.147024956,-0.425024934,-0.275216281,0.212206131,-0.018019965
Lepus_timidus_timidus,2.028841473,-0.653870086,-0.500041862,-0.490400795,-0.343897062,0.239371606,-0.455179978,-0.301509071,-0.098608759,-0.147024956,-0.425024934,-0.275216281,0.212206131,-0.018019965
Lepus_timidus_timidus,1.422906185,-0.653870086,1.425981415,-0.490400795,-0.343897062,-0.90118252,-0.455179978,-0.301509071,0.269165465,-0.624248903,1.993097114,-0.275216281,-0.368165016,1.441553504
Lepus_timidus_timidus,-0.697867323,1.677013735,-0.681121034,-0.490400795,-0.343897062,-0.283382378,-0.455179978,-0.301509071,0.636939689,-0.147024956,-0.425024934,-0.275216281,0.756341208,-0.453364817
Lepus_timidus_timidus,-0.697867323,1.677013735,-0.681121034,-0.490400795,-0.343897062,-0.283382378,-0.455179978,-0.301509071,0.636939689,-0.147024956,-0.425024934,-0.275216281,0.756341208,-0.453364817
Lepus_timidus_timidus,1.119938541,-0.653870086,0.800435386,-0.490400795,-0.343897062,-0.47347475,-0.455179978,-0.301509071,0.269165465,-0.699600053,-0.425024934,-0.275216281,-0.246388061,0.600259615
Lepus_timidus_timidus,1.725873829,-0.653870086,0.602894623,1.118848654,-0.343897062,-0.47347475,-0.455179978,-0.301509071,0.023982649,-0.975887601,-0.425024934,-0.275216281,-0.218468466,0.546625723
Lepus_timidus_timidus,1.725873829,-0.653870086,0.602894623,1.118848654,-0.343897062,-0.47347475,-0.455179978,-0.301509071,0.023982649,-0.975887601,-0.425024934,-0.275216281,-0.218468466,0.546625723
Lepus_timidus_timidus,1.725873829,-0.653870086,0.602894623,1.118848654,-0.343897062,-0.47347475,-0.455179978,-0.301509071,0.023982649,-0.975887601,-0.425024934,-0.275216281,-0.218468466,0.546625723
Lepus_timidus_timidus,-0.697867323,0.511571824,-0.659171968,-0.490400795,-0.343897062,-0.425951779,-0.455179978,-0.301509071,0.636939689,-0.322844305,-0.425024934,-0.275216281,1.036131187,-0.594859675
Lepus_timidus_timidus,2.028841473,-0.653870086,-0.571376119,-0.490400795,-0.343897062,0.144325664,-0.455179978,-0.301509071,0.023982649,-0.071673807,-0.425024934,-0.275216281,0.25438254,-0.05645833
Lepus_timidus_timidus,-0.697867323,-0.653870086,-0.242141236,-0.490400795,1.542269889,-0.045766218,-0.455179978,2.001370875,0.882122504,0.330198991,-0.425024934,2.616597182,-1.138032985,2.134782301
Lepus_timidus_timidus,-0.697867323,-0.653870086,-0.242141236,-0.490400795,1.542269889,-0.045766218,-0.455179978,2.001370875,0.882122504,0.330198991,-0.425024934,2.616597182,-1.138032985,2.134782301
Lepus_timidus_timidus,-0.697867323,-0.653870086,1.140644249,1.923473378,-0.343897062,-0.996228461,-0.455179978,-0.301509071,0.391756873,-0.774951202,-0.425024934,-0.275216281,-0.428756476,1.939888906
Lepus_timidus_timidus,-0.697867323,0.511571824,0.608381958,-0.490400795,-0.343897062,-0.996228461,-0.455179978,-0.301509071,0.391756873,-0.674483003,-0.425024934,-0.275216281,-0.389550237,1.896255487
Lepus_timidus_timidus,-0.697867323,0.511571824,0.608381958,-0.490400795,-0.343897062,-0.996228461,-0.455179978,-0.301509071,0.391756873,-0.674483003,-0.425024934,-0.275216281,-0.389550237,1.896255487
Lepus_timidus_timidus,-0.697867323,-0.653870086,1.030900441,2.32578574,-0.343897062,-0.996228461,-0.455179978,-0.301509071,0.269165465,-0.850302352,-0.425024934,-0.275216281,-0.383015864,1.71020875
Lepus_timidus_timidus,2.028841473,-0.653870086,0.800435386,-0.490400795,-0.343897062,-0.616044152,-0.455179978,-0.301509071,0.269165465,-0.774951202,1.025848295,-0.275216281,-0.186984668,0.500732386
Lepus_timidus_timidus,0.816970897,0.511571824,-0.609786777,1.118848654,-0.343897062,-0.093290005,-0.455179978,-0.301509071,0.391756873,-0.222376106,1.509472704,-0.275216281,0.85495084,-0.473782126
Lepus_timidus_timidus,0.816970897,0.511571824,-0.357373486,-0.490400795,-0.343897062,0.096803183,-0.455179978,-0.301509071,0.023982649,0.003677343,-0.425024934,-0.275216281,0.23774959,-0.065940377
Lepus_timidus_timidus,0.514003253,-0.653870086,-0.615273974,1.521161016,-0.343897062,-0.093290005,-0.455179978,-0.301509071,0.514348281,-0.297727255,2.476721524,-0.275216281,0.936927521,-0.506213891
Lepus_timidus_timidus,-0.697867323,0.511571824,-0.648197573,-0.490400795,-0.343897062,-0.616044152,-0.455179978,-0.301509071,0.882122504,-0.322844305,-0.425024934,-0.275216281,1.129988548,-0.633379302
Lepus_timidus_timidus,-0.697867323,0.511571824,-0.648197573,-0.490400795,-0.343897062,-0.616044152,-0.455179978,-0.301509071,0.882122504,-0.322844305,-0.425024934,-0.275216281,1.129988548,-0.633379302
Lepus_timidus_timidus,1.119938541,-0.653870086,-0.478092934,-0.490400795,-0.343897062,0.096803183,-0.455179978,-0.301509071,0.023982649,-0.071673807,-0.425024934,-0.275216281,0.281114066,-0.086836291
Lepus_timidus_timidus,2.028841473,-0.653870086,2.057015333,-0.490400795,-0.343897062,-0.140812813,-0.455179978,-0.301509071,0.269165465,-0.473546604,-0.425024934,-0.275216281,0.099933719,-0.002714113
Lepus_timidus_timidus,1.422906185,0.511571824,-0.08301113,-0.490400795,-0.343897062,-0.093290005,-0.455179978,-0.301509071,0.514348281,-0.147024956,-0.425024934,-0.275216281,0.160525179,-0.163711765
Lepus_timidus_timidus,1.422906185,0.511571824,-0.08301113,-0.490400795,-0.343897062,-0.093290005,-0.455179978,-0.301509071,0.514348281,-0.147024956,-0.425024934,-0.275216281,0.160525179,-0.163711765
Lepus_timidus_timidus,1.422906185,-0.653870086,1.475367021,-0.490400795,-0.343897062,-0.093290005,-0.455179978,-0.301509071,0.269165465,-0.624248903,2.476721524,-0.275216281,0.104091956,0.039977342
Lepus_timidus_timidus,1.725873829,-0.653870086,1.063823625,-0.490400795,-0.343897062,-0.093290005,-0.455179978,-0.301509071,0.146574057,-0.724717103,-0.425024934,-0.275216281,0.084488837,0.218286573
Lepus_timidus_timidus,1.725873829,-0.653870086,1.063823625,-0.490400795,-0.343897062,-0.093290005,-0.455179978,-0.301509071,0.023982649,-0.975887601,-0.425024934,-0.275216281,0.02746158,0.218286573
Lepus_timidus_timidus,0.514003253,0.511571824,1.766190277,-0.490400795,-0.343897062,-0.235859407,-0.455179978,-0.301509071,0.882122504,0.229730792,-0.425024934,-0.275216281,-0.892696973,3.091317374
Lepus_timidus_timidus,-0.697867323,-0.653870086,0.652279814,-0.490400795,3.42843684,-1.94669065,-0.455179978,-0.301509071,0.636939689,-0.800068252,-0.425024934,-0.275216281,-0.630133977,3.356960352
Lepus_timidus_timidus,-0.697867323,0.511571824,-0.63722304,1.118848654,-0.343897062,-0.330905348,1.603001622,-0.301509071,0.636939689,-0.297727255,1.993097114,-0.275216281,1.02900278,-0.586292861
Lepus_timidus_timidus,2.028841473,-0.653870086,0.696177807,-0.490400795,-0.343897062,-0.425951779,-0.455179978,-0.301509071,0.269165465,-0.825185302,-0.425024934,-0.275216281,-0.034317949,0.265851618
Lepus_timidus_timidus,2.028841473,-0.653870086,0.696177807,-0.490400795,-0.343897062,-0.425951779,-0.455179978,-0.301509071,0.269165465,-0.825185302,-0.425024934,-0.275216281,-0.034317949,0.265851618
Lepus_timidus_timidus,2.028841473,-0.653870086,0.696177807,-0.490400795,-0.343897062,-0.425951779,-0.455179978,-0.301509071,0.269165465,-0.825185302,-0.425024934,-0.275216281,-0.034317949,0.265851618
Lepus_timidus_timidus,-0.697867323,0.511571824,-0.505529059,-0.490400795,1.542269889,-0.235859407,1.603001622,-0.301509071,0.759531096,0.380433091,-0.425024934,-0.275216281,-1.241988922,2.191388999
Lepus_timidus_timidus,1.725873829,-0.653870086,-0.159832584,-0.490400795,-0.343897062,-1.518982825,-0.455179978,2.577090861,0.146574057,-0.975887601,-0.425024934,-0.275216281,-0.336681218,1.62342949
Lepus_timidus_timidus,2.028841473,-0.653870086,0.926641616,-0.490400795,-0.343897062,-0.616044152,-0.455179978,-0.301509071,0.146574057,-0.925653502,-0.425024934,-0.275216281,-0.103819918,0.42279799
Lepus_timidus_timidus,-0.697867323,-0.653870086,-0.061062202,-0.490400795,3.899978578,-0.616044152,-0.455179978,-0.301509071,-0.343791575,-1.578696798,-0.425024934,-0.275216281,-0.211340059,0.560577919
Lepus_timidus_timidus,-0.697867323,-0.653870086,-0.061062202,-0.490400795,3.899978578,-0.616044152,-0.455179978,-0.301509071,-0.343791575,-1.578696798,-0.425024934,-0.275216281,-0.211340059,0.560577919
Lepus_timidus_timidus,0.211035609,-0.653870086,-0.198243242,-0.490400795,-0.343897062,-0.330905348,-0.455179978,4.879970807,0.023982649,-0.624248903,-0.425024934,-0.275216281,0.200919486,0.001499512
Lepus_timidus_timidus,-0.697867323,0.511571824,1.102234837,-0.490400795,-0.343897062,-0.140812813,-0.455179978,2.001370875,0.759531096,0.279964891,-0.425024934,-0.275216281,-1.061402608,2.890055018
Lepus_timidus_timidus,-0.697867323,0.511571824,1.102234837,-0.490400795,-0.343897062,-0.140812813,-0.455179978,2.001370875,0.759531096,0.279964891,-0.425024934,-0.275216281,-1.061402608,2.890055018
Lepus_timidus_timidus,-0.697867323,0.511571824,1.102234837,-0.490400795,-0.343897062,-0.140812813,-0.455179978,2.001370875,0.759531096,0.279964891,-0.425024934,-0.275216281,-1.061402608,2.890055018
Lepus_timidus_timidus,-0.697867323,-0.653870086,-0.011677011,-0.490400795,0.599186413,-1.186320997,-0.455179978,-0.301509071,-0.343791575,-1.754516147,-0.425024934,4.930047953,-0.422816137,2.012351993
Lepus_timidus_timidus,0.816970897,2.842455645,0.114529772,-0.490400795,-0.343897062,-0.188335783,-0.455179978,-0.301509071,0.269165465,-0.046556757,-0.425024934,-0.275216281,0.272797591,-0.293271456
Lepus_timidus_timidus,-0.697867323,-0.653870086,0.043195515,-0.490400795,3.899978578,-1.661552227,-0.455179978,-0.301509071,0.023982649,-1.302409249,-0.425024934,-0.275216281,-0.339651387,1.797869878
Lepus_timidus_timidus,0.514003253,-0.653870086,-0.516503592,-0.490400795,-0.343897062,-0.188335783,-0.455179978,-0.301509071,0.023982649,-0.096790856,3.443970343,-0.275216281,0.341111493,-0.065968899
Lepus_timidus_timidus,0.514003253,-0.653870086,-0.516503592,-0.490400795,-0.343897062,-0.188335783,-0.455179978,-0.301509071,0.023982649,-0.096790856,3.443970343,-0.275216281,0.341111493,-0.065968899
Lepus_timidus_timidus,1.725873829,-0.653870086,0.1364787,-0.490400795,-0.343897062,-0.093290005,-0.455179978,-0.301509071,0.269165465,-0.599131853,1.509472704,-0.275216281,0.309627695,-0.090882548
