ltt.pc1,ltt.pc2,ltt.pc3,ltt.pc4,ltv.pc1,ltv.pc2,ltv.pc3,ltv.pc4,ltsy.pc1,ltsy.pc2,ltsy.pc3,ltsy.pc4,ltsco.pc1,ltsco.pc2,ltsco.pc3,ltsco.pc4,lth.pc1,lth.pc2,lth.pc3,lth.pc4
0.305724591,1.599659046,0.696148437,0.200894069,-0.813868118,3.005071187,1.891864551,-0.867462303,1.523658361,-0.67441259,0.509175065,-0.157751104,-2.155499309,1.776859118,-1.157173898,1.020099116,-3.86522926,-2.458492788,-1.280671445,-1.110854569
0.609038935,-0.066448364,0.699143293,-0.429225791,-0.982952805,1.910413144,2.539253215,0.445562887,1.071349241,-0.710860106,-0.122279961,-0.424073445,-2.22525799,1.659137285,-1.073825418,0.98584627,-3.202288455,-0.599723897,0.226935112,0.850583413
1.533418065,-0.367218943,-0.861890931,-0.334272851,-0.712871042,1.041515761,1.075775814,0.270745657,1.404880157,-0.408422182,0.453320815,-0.607526809,-2.035240042,1.370671673,-1.11849289,0.933256039,-2.939280333,-2.028865713,0.059390981,-0.564941788
-1.122652231,4.530642819,-0.878638566,-1.113584618,-1.346060062,2.525065294,2.078195892,0.16429748,0.356583261,0.117630552,1.491196287,0.353657595,-2.160447145,1.570537409,-1.190068886,1.036170707,-3.244548403,-0.86576773,0.271984589,0.885907936
-0.705186936,2.864278227,-1.127786215,0.427921774,-1.123545232,3.561362376,3.154781454,-0.371196369,0.137373191,-0.529989275,0.931922727,-0.03728616,-3.044077354,-3.887851481,-2.729257691,-3.063343943,-3.421199491,0.795496473,0.059986818,0.922644958
-0.705186936,2.864278227,-1.127786215,0.427921774,-1.123545232,3.561362376,3.154781454,-0.371196369,0.137373191,-0.529989275,0.931922727,-0.03728616,-2.207585643,1.920909227,-1.271721802,1.04317614,-3.517178782,-1.618505304,-0.329252912,0.102091263
0.456073839,-0.026946524,0.445148688,0.813141426,-1.535265631,3.056246769,0.882913604,-0.750414846,0.137373191,-0.529989275,0.931922727,-0.03728616,-2.485857848,-3.448697037,-1.316464355,-2.416182374,-3.232464552,-0.597194391,0.449578898,0.790883535
0.048782286,1.700886802,1.83056443,0.015071064,-0.796635411,1.336549844,3.008687774,0.817190249,-0.20463433,-0.693783085,1.468454555,0.636521116,-2.752430542,-0.459326737,0.207038749,0.707904009,-3.232492819,-0.742209823,0.342657861,0.838444893
1.723498094,-0.208754342,-0.027836531,1.708001925,-2.38786604,1.989862877,0.884240577,-1.023427631,-0.20463433,-0.693783085,1.468454555,0.636521116,-0.612132054,0.591492829,2.78257122,1.736679455,-3.188006911,-0.759631307,0.355739935,0.820880868
0.448941659,1.748899872,0.152659439,2.157020045,-2.129357004,1.55124203,0.405810713,-0.850237095,-0.30790272,-0.669425828,1.322546313,0.600023668,-1.909317138,-0.213214618,1.68148494,0.929838148,-3.232497752,-0.407809621,0.286922043,0.828859745
-0.70350054,1.217840397,-0.726724765,-0.953393013,-1.443886248,3.580026731,0.179259627,-1.610741887,-0.180218028,-0.618387001,1.474483454,0.632284858,-2.231639968,-0.138116677,-1.314798332,3.344171305,-3.6701545,-2.20891926,-0.921320022,-0.738199497
-0.70350054,1.217840397,-0.726724765,-0.953393013,-1.172862469,2.976504718,1.792503697,-0.672193463,-0.563942219,-0.691060798,0.592247233,0.401200559,-2.317996087,-0.799066574,-0.472289744,-0.360815081,-3.114726905,-0.829867657,0.27084086,0.842714495
-0.457818569,2.356098351,-0.587413449,-0.727499527,-1.530985359,4.340380584,0.200113885,-2.204810199,-0.563942219,-0.691060798,0.592247233,0.401200559,-1.934769023,0.708696323,0.299313122,0.89208484,-2.281779002,-0.347426528,-2.721213745,1.828333957
-0.457818569,2.356098351,-0.587413449,-0.727499527,-1.530985359,4.340380584,0.200113885,-2.204810199,0.110772724,-1.000706578,1.594294608,0.919967091,-0.946804829,0.769770939,2.132429229,0.950877887,-2.777314166,-0.062756232,0.410859863,0.56134195
-0.457818569,2.356098351,-0.587413449,-0.727499527,-1.697832969,4.648644201,0.929957679,-1.939880459,0.110772724,-1.000706578,1.594294608,0.919967091,-2.416684161,1.905673223,-0.939548574,0.963988549,-3.068060725,-0.853691712,0.232066796,0.839241262
1.584014484,-0.710970699,0.422264204,-0.307074616,-0.525122204,1.98257469,2.198586457,0.22574129,-1.248522549,-1.725894428,-0.996448314,-0.995849686,-2.318561685,1.541178276,-0.682446328,0.825844629,-3.121813086,0.555514501,-0.447686109,1.042026739
-1.25106764,3.264085467,0.004550234,-1.167894979,-0.473739818,1.724023332,2.528687944,0.881940265,-1.229510062,-0.929158429,-0.859064188,-1.081815439,-2.531889813,1.659137153,-0.348175543,1.081746613,-3.467949316,-1.078078253,-0.206731947,-0.02223494
0.537847375,0.184747548,1.786577905,0.633480051,-0.736753021,2.105418462,2.676302043,-0.056376137,-0.299993646,-0.904966462,0.715791759,0.305509683,-2.305682267,2.037412213,-0.819499244,0.860940197,-1.740279832,1.20112318,-1.449958038,3.374251999
0.537847375,0.184747548,1.786577905,0.633480051,-1.229119535,1.741973317,2.572508191,0.561588712,-0.299993646,-0.904966462,0.715791759,0.305509683,-2.060009272,0.105413013,0.192243109,0.388286836,-1.958492259,2.180115655,-0.302910394,0.401974466
0.575436175,-0.01965146,1.220915787,0.387258448,-0.355725464,2.450123587,3.765506345,1.123872096,-0.803455635,-0.914245152,-0.499162453,-0.22962597,-1.853996206,0.860657985,0.409088545,0.147912116,-4.278700584,-3.643251324,-2.111633627,-2.347290691
0.762414976,0.576822145,1.109165145,0.905114095,-0.636308173,2.917723468,3.10128625,0.275796248,-0.803455635,-0.914245152,-0.499162453,-0.22962597,-1.809937854,1.052622356,0.417778307,0.136413971,-2.857649361,-0.597967239,-0.343504133,1.623355444
1.114567455,-1.202831002,0.525897069,-0.058825222,-1.259524235,2.885233345,2.16602506,-0.339610409,0.445306327,-0.426702323,2.254768346,0.789952443,-1.809937854,1.052622356,0.417778307,0.136413971,-3.437321761,-1.843421988,-0.980848862,-0.899117598
0.417211426,0.090197517,1.493204399,0.32873342,-0.794801023,2.175750984,1.64411286,0.163581634,-0.098293284,-0.783571805,1.421972099,0.634072559,-2.165954841,2.477410955,-0.998785607,0.881316473,-3.197629473,-1.751522692,-2.970039142,0.522910537
-0.354568887,2.536006433,-0.65338812,0.095556121,-1.052035303,3.833572421,1.765960001,-1.37086915,-0.098293284,-0.783571805,1.421972099,0.634072559,-2.812694637,1.034511562,-0.53992321,1.015471739,-1.67976276,1.487787424,-1.6443841,3.659366468
-0.354568887,2.536006433,-0.65338812,0.095556121,-0.869903203,3.242408279,2.068245493,-0.963507432,0.120359645,-0.787952133,1.321835618,0.57794686,-2.709783033,1.074725186,-0.330184602,0.867859705,-1.923864462,0.435727993,0.227212295,1.782483312
-0.354568887,2.536006433,-0.65338812,0.095556121,-1.282807714,4.091829655,1.223655778,-1.930279647,0.120359645,-0.787952133,1.321835618,0.57794686,-2.709783033,1.074725186,-0.330184602,0.867859705,-3.615005436,-1.110251855,-0.268876233,0.020834041
0.598619441,0.325335304,1.360076645,0.320006337,-1.091074847,3.379440188,3.535511108,-0.323234653,0.153403565,-0.796067149,1.714962663,1.097184049,-1.561428645,1.714103643,2.389252919,0.336516005,-2.919340309,-0.220378795,-0.41424736,1.913257257
0.598619441,0.325335304,1.360076645,0.320006337,-1.029950102,2.878629154,2.97522529,-0.201557778,0.153403565,-0.796067149,1.714962663,1.097184049,-1.561428645,1.714103643,2.389252919,0.336516005,-2.658225068,-0.505584717,1.347363159,1.249993228
-0.26316573,-0.628981409,-0.627937766,-0.396076456,-0.964859086,2.616880726,2.772296993,-0.109793065,-0.10573744,-0.846303879,0.969745831,0.089710996,-2.035402632,3.297785297,0.023160786,-2.007715493,-3.709317757,-2.048255968,-0.835688821,-0.802976866
-0.26316573,-0.628981409,-0.627937766,-0.396076456,-1.089750969,3.367303777,2.465472213,-1.109627947,-0.10573744,-0.846303879,0.969745831,0.089710996,-1.92598056,3.392099102,-0.198345712,-2.217283016,-2.557474583,-0.026915815,1.230996271,1.546790488
-0.031915293,-0.998758446,0.562794361,-0.599840678,-0.964859086,2.616880726,2.772296993,-0.109793065,-0.139545599,-0.267732644,1.46548489,0.594703447,-2.053042329,3.123278287,-0.685224708,-1.062044169,-3.193421985,-0.514804508,0.288138592,0.816638607
0.543682045,0.370307625,1.311056253,-0.246706147,-0.964859086,2.616880726,2.772296993,-0.109793065,-0.139545599,-0.267732644,1.46548489,0.594703447,-2.209566521,2.289895632,-0.247145376,0.548098295,-3.287433302,-0.560513087,0.284895889,0.823886472
0.549638588,-0.148269736,1.282499982,0.43196055,-0.437684702,1.977627007,2.962444307,0.569657692,0.275734479,-0.592989504,1.699379965,0.964255758,-1.667541289,2.080951071,-0.078994675,1.073607989,-3.189068196,-0.687662505,0.29910468,0.804855589
0.549638588,-0.148269736,1.282499982,0.43196055,-0.972459674,2.567235886,2.965492594,-0.018098512,0.275734479,-0.592989504,1.699379965,0.964255758,-2.261216391,0.584215478,0.349481774,0.381030017,-3.268188798,-2.670468281,-1.710468724,-1.776544627
0.549638588,-0.148269736,1.282499982,0.43196055,-0.972459674,2.567235886,2.965492594,-0.018098512,0.187452079,-0.81036985,1.255683387,0.550986402,-1.794776325,1.033433987,0.380909365,0.161251499,-2.989529698,-0.413646212,1.251214512,0.896271899
0.786238098,1.770052197,2.257552128,0.670836452,-0.800412598,2.084851824,2.712252677,0.026650342,0.187452079,-0.81036985,1.255683387,0.550986402,-3.078560696,1.070670961,-0.278677174,0.989926716,-3.803413993,-3.963500126,-2.56046909,-2.891012675
0.549880551,-1.226235492,-1.238844113,-0.942788454,-1.48111001,4.502028852,0.245963195,-2.281025288,0.12935684,-0.394591334,1.483726683,0.499848786,-2.037615364,0.470999816,-0.650545391,2.002505169,-3.359551964,-0.67335462,0.389529566,0.841177858
0.549880551,-1.226235492,-1.238844113,-0.942788454,-1.139821535,3.745704296,1.027777204,-1.556316756,0.12935684,-0.394591334,1.483726683,0.499848786,-1.998808991,1.853863634,-1.063402916,0.876144333,-3.343846863,-0.462084227,0.397634688,0.788404082
0.454606604,1.070634004,1.050807337,0.025725212,-1.889290629,2.801870808,1.609929876,-0.410338843,-0.645308181,-1.236877073,-0.039444202,-0.47965287,-2.613215177,1.421336439,-0.609493945,0.951580414,-3.264374745,-0.931318579,0.273846904,0.866175843
0.966109234,0.880682644,1.541877821,-0.194208591,-1.609086901,5.061612863,0.674062908,-2.491328018,-0.645308181,-1.236877073,-0.039444202,-0.47965287,-1.606206348,1.63239723,-1.283922694,2.050157442,-3.303428281,-0.697732288,0.32185899,0.858637625
0.966109234,0.880682644,1.541877821,-0.194208591,-1.322919005,2.856494575,0.546282167,-0.670485141,-0.648247982,-1.194768076,-0.034399446,-0.479112602,-1.287821232,1.02876709,1.288100551,0.813233194,-3.929127145,-2.781008307,-1.217034622,-1.091003717
0.966109234,0.880682644,1.541877821,-0.194208591,-2.19469634,0.662635431,0.954213191,0.071054724,-0.442974104,-0.492424942,0.746941953,-0.390335041,-1.287821232,1.02876709,1.288100551,0.813233194,-3.352784845,-0.622181458,0.268049849,0.867377955
0.99664007,-0.831226071,-0.987818346,-0.62443014,-1.32112995,3.063678899,0.917648169,-0.239602516,-0.442974104,-0.492424942,0.746941953,-0.390335041,-1.834656855,-0.045269886,1.962218158,1.317824936,-3.677951601,-2.206606483,-0.796971116,-0.81497952
0.643665189,-0.209257211,1.221728216,0.420576936,-1.257417747,5.541124038,0.635624251,-2.653074165,0.357821645,-0.732766844,1.860851505,1.108138681,-1.942585427,2.641236396,0.118994627,-1.493388165,-4.329043961,-4.027958356,-2.48168122,-2.725860612
-1.003912171,3.008912461,-1.983390019,0.607760787,-1.257417747,5.541124038,0.635624251,-2.653074165,0.357821645,-0.732766844,1.860851505,1.108138681,-1.942585427,2.641236396,0.118994627,-1.493388165,-2.891127429,-0.594805369,-0.635485683,2.339995916
-1.003912171,3.008912461,-1.983390019,0.607760787,-1.507426693,5.223925382,1.6839412,-1.946561522,-0.89414651,0.628026812,-0.636688126,-2.004563927,-1.942585427,2.641236396,0.118994627,-1.493388165,-3.236230358,-0.910200585,0.258926882,0.883056539
0.320853497,1.67572802,0.422798995,-0.883210851,-1.376755406,4.599145996,0.243360141,-2.342671356,-0.89414651,0.628026812,-0.636688126,-2.004563927,-2.656796467,-0.49297956,0.146007345,0.720432812,-3.117431115,-0.744678618,0.286908802,0.774323805
-0.232057992,1.264214631,-0.363705306,-0.651387701,-0.737877549,2.813221651,2.574338765,-0.390527764,0.0721327,-0.974566874,0.782290494,-0.622844838,-1.262873323,0.928174972,0.891138107,1.372209419,-3.621950797,-3.739018764,-2.427246817,-2.436321466
-0.232057992,1.264214631,-0.363705306,-0.651387701,-1.151849413,3.544177428,1.699704159,-1.083151698,0.157595981,-0.52483276,1.470188255,0.159573713,-2.682781853,-0.307081687,0.2398814,0.67350309,-2.090281689,-0.439923758,2.216486228,1.587492781
0.48152202,1.507580594,0.415972736,-0.957312379,-0.56961767,2.817404446,2.1925246,0.183142637,0.284121404,-0.342494624,1.35612725,0.522650378,-1.379119299,0.763276734,2.136979504,0.605839358,-3.151730008,-0.634617076,0.366416853,0.76435772
1.084771753,1.067407641,2.017872593,0.573519493,-0.756490771,2.997213403,2.634786714,-0.411037988,0.284121404,-0.342494624,1.35612725,0.522650378,-1.018690008,0.815199733,2.515290414,1.07256169,-3.18714651,-0.803363743,0.294921366,0.849018734
1.622489456,-1.022348217,0.880859403,-0.08837043,-1.179631369,5.073928507,2.030264412,-1.460652452,0.078147816,-0.665363041,1.2132016,0.502026531,-1.696351081,0.366623979,1.661686426,0.840059062,-4.064930088,-3.582394706,-1.882757269,-1.886206571
0.192625107,-0.540976215,0.275003257,-0.195741236,-1.405510624,4.238318566,0.210522008,-2.333417559,0.078147816,-0.665363041,1.2132016,0.502026531,-2.405787072,0.165919189,0.259421395,0.520133743,-3.033629247,-0.624672013,0.179085686,0.777374574
2.095085345,-0.688802334,1.351151856,0.417148107,-1.607001624,3.804173925,0.99371081,-0.443448617,0.204784633,-0.832526511,1.012189127,0.137057502,-2.255311806,1.654574861,-0.191625425,0.561941564,-3.720615551,-2.432592496,-0.922106464,-0.720468692
1.219024761,-0.823969989,-1.058441621,-0.677646744,-1.582921587,5.414945269,1.315492083,-2.282781279,0.204784633,-0.832526511,1.012189127,0.137057502,-1.895723319,2.112095256,-1.914796423,3.040928112,-3.705020325,-3.256944634,-1.698807578,-1.53043858
1.219024761,-0.823969989,-1.058441621,-0.677646744,-1.582921587,5.414945269,1.315492083,-2.282781279,0.083185703,-0.755317791,0.451129022,-0.03082393,-1.955387539,1.740149784,-1.154190934,2.11584426,-3.612094113,-2.333273246,-1.029442187,-0.741355984
