(Sub-)species,Code,PC1,PC2,PC3,PC4,pca1.g1,pca2.g2,pca3.g2,pca4.g2
L. europaeus,1,-1.032,-1.481,-0.827,-0.598,,,,
L. europaeus,1,-0.885,-1.127,-0.555,-0.199,,,,
L. europaeus,1,-0.391,-1.024,0.04,0.332,,,,
L. europaeus,1,-1.846,-1.416,-0.426,0.143,,,,
L. europaeus,1,-0.253,-1.121,1.046,0.233,,,,
L. europaeus,1,-0.573,-1.296,-0.154,-0.1,,,,
L. europaeus,1,-1.038,-0.861,-0.534,-0.187,,,,
L. europaeus,1,-0.71,-0.738,-0.251,0.168,,,,
L. europaeus,1,-0.597,-1.074,0.198,-0.035,,,,
L. europaeus,1,-0.58,-1.202,-0.325,-0.566,,,,
L. europaeus,1,-0.548,-1.725,-0.46,-1.207,,,,
L. europaeus,1,-1.582,-1.525,-0.779,-0.407,,,,
L. europaeus,1,-0.262,-1.48,-0.017,-0.802,,,,
L. europaeus,1,-0.697,-0.942,-0.636,-0.257,,,,
L. europaeus,1,-0.855,-0.933,-0.48,-0.269,,,,
L. europaeus,1,-0.807,-0.989,-0.579,-0.224,,,,
L. europaeus,1,-0.84,-1.333,-0.94,-0.639,,,,
L. europaeus,1,-0.909,-1.194,-0.807,-0.695,,,,
L. europaeus,1,-0.875,-1.248,-0.86,-0.674,,,,
L. europaeus,1,-0.805,-1.015,-0.59,-0.22,,,,
L. europaeus,1,-0.904,-1.227,-0.822,-0.689,,,,
L. europaeus,1,-0.681,-0.827,-0.665,-0.269,,,,
L. europaeus,1,-0.805,-0.822,-0.597,-0.245,,,,
L. europaeus,1,-0.525,-0.407,-0.362,0.112,,,,
L. europaeus,1,-0.376,-0.333,-0.441,0.077,,,,
L. europaeus,1,-0.669,-0.441,-0.295,0.142,,,,
L. europaeus,1,0.121,-0.795,1.257,0.46,,,,
L. europaeus,1,-0.562,1.077,-1.684,0.648,,,,
L. europaeus,1,0.269,-0.127,0.196,2.024,,,,
L. europaeus,1,-0.517,0.507,-0.092,0.903,,,,
L. europaeus,1,0.121,0.06,-1.307,3.376,,,,
L. europaeus,1,-0.522,-0.856,0.128,-0.045,,,,
L. europaeus,1,-0.503,0.324,0.08,0.838,,,,
L. europaeus,1,-0.095,-0.478,1.151,0.541,,,,
L. europaeus,1,-0.54,-0.462,-0.314,0.127,,,,
L. europaeus,1,-0.37,-0.756,-0.83,-0.333,,,,
L. europaeus,1,-1.043,-0.769,-0.458,-0.2,,,,
L. europaeus,1,-1.11,1.055,-1.591,0.857,,,,
L. europaeus,1,-0.782,-0.828,-0.607,-0.237,,,,
L. europaeus,1,-1.078,-1.63,-1.212,-1.002,,,,
L. europaeus,1,-0.591,-0.818,0.136,-0.025,,,,
L. europaeus,1,-0.406,-0.684,-0.118,0.784,,,,
L. europaeus,1,-0.859,-1.227,-0.92,-0.636,,,,
L. europaeus,1,-0.473,-0.813,0.71,0.338,,,,
L. europaeus,1,0.117,-0.801,1.429,1.125,,,,
L. europaeus,1,0.044,-0.133,-0.596,-0.02,,,,
L. europaeus,1,0.043,-0.127,-0.592,-0.022,,,,
L. europaeus,1,-1.137,-0.03,-1.274,0.183,,,,
L. europaeus,1,-0.876,-0.744,-0.564,-0.224,,,,
L. europaeus,1,-0.703,-1.255,-0.581,-0.56,,,,
L. europaeus,1,-0.622,-0.802,-0.629,-0.275,,,,
L. europaeus,1,-0.64,-0.785,-0.62,-0.275,,,,
L. europaeus,1,-0.647,-0.808,-0.628,-0.27,,,,
L. europaeus,1,-1.451,-1.42,-0.802,-0.442,,,,
L. europaeus,1,-0.652,-0.81,-0.632,-0.266,,,,
L. europaeus,1,-0.657,-0.802,-0.626,-0.268,,,,
L. europaeus,1,-1.042,-1.198,-0.878,-0.59,,,,
L. europaeus,1,0.361,-0.524,1.735,1.084,,,,
L. europaeus,1,-0.824,-1.375,-0.947,-0.648,,,,
L. europaeus,1,-0.376,-0.994,1.11,0.254,,,,
L. europaeus,1,-0.865,-0.76,-0.563,-0.227,,,,
L. europaeus,1,-0.286,-0.957,0.401,0.049,,,,
L. europaeus,1,-0.59,-1.403,0.624,-0.176,,,,
L. europaeus,1,-0.097,-0.941,0.94,0.198,,,,
L. europaeus,1,-0.073,-0.602,-0.936,-0.432,,,,
L. europaeus,1,-0.048,-0.673,-0.991,-0.408,,,,
L. europaeus,1,-0.203,-1.033,-1.274,-0.798,,,,
L. europaeus,1,-0.776,-0.856,-0.583,-0.239,,,,
L. europaeus,1,-1.146,-1.548,-1.163,-1.005,,,,
L. europaeus,1,-0.398,-1.268,0.274,0.404,,,,
L. europaeus,1,-0.827,-0.823,-0.555,-0.235,,,,
L. europaeus,1,-0.825,-1.646,-0.52,-0.407,,,,
L. europaeus,1,-1.072,-1.237,-0.824,-0.591,,,,
L. europaeus,1,-0.132,-0.404,1.339,0.611,,,,
L. europaeus,1,-0.982,-1.385,-0.842,-0.623,,,,
L. europaeus,1,-0.904,-1.09,-0.557,-0.182,,,,
L. europaeus,1,-1.033,-1.28,-0.812,-0.611,,,,
L. europaeus,1,-0.935,-1.345,-0.834,-0.645,,,,
L. europaeus,1,-0.359,0.191,0.393,1.281,,,,
L. europaeus,1,-0.79,-0.469,-0.194,0.168,,,,
L. europaeus,1,-1.986,-1.348,-0.013,0.649,,,,
L. europaeus,1,-1.086,-1.265,-0.827,-0.592,,,,
L. europaeus,1,-0.8,-0.777,-0.602,-0.239,,,,
L. europaeus,1,-0.94,-0.825,-0.508,-0.217,,,,
L. europaeus,1,-0.725,-0.485,-0.226,0.162,,,,
L. europaeus,1,-0.929,-0.86,-0.454,-0.237,,,,
L. europaeus,1,-0.053,-1.005,1.175,0.251,,,,
L. europaeus,1,-1.317,-0.991,-0.158,0.416,,,,
L. europaeus,1,-0.766,-0.806,-0.634,-0.238,,,,
L. europaeus,1,-0.821,-0.908,-0.565,-0.231,,,,
L. europaeus,1,-1.662,-1.722,-0.689,-0.371,,,,
L. europaeus,1,-0.838,-0.881,-0.551,-0.227,,,,
L. europaeus,1,-0.843,-0.873,-0.558,-0.227,,,,
L. europaeus,1,-0.672,-0.53,-0.285,0.164,,,,
L. europaeus,1,-0.813,-0.791,-0.53,-0.262,,,,
L. europaeus,1,-0.895,-0.952,-0.525,-0.213,,,,
L. europaeus,1,-0.648,-0.483,-0.292,0.149,,,,
L. europaeus,1,-0.391,-0.57,-0.843,-0.339,,,,
L. europaeus,1,-0.798,-0.709,-0.598,-0.254,,,,
L. europaeus,1,-0.75,-0.806,-0.593,-0.261,,,,
L. europaeus,1,-0.878,-1.181,-0.944,-0.637,,,,
L. europaeus,1,-0.734,-0.793,-0.606,-0.256,,,,
L. europaeus,1,-0.773,-0.782,-0.635,-0.242,,,,
L. europaeus,1,-0.279,-0.155,-0.533,0.048,,,,
L. europaeus,1,-0.384,-1.042,-0.299,-0.715,,,,
L. europaeus,1,-0.782,-0.76,-0.603,-0.25,,,,
L. europaeus,1,-0.537,-0.321,-0.39,0.116,,,,
L. europaeus,1,-0.791,-0.778,-0.61,-0.244,,,,
L. europaeus,1,-1.044,-1.266,-0.78,-0.62,,,,
L. europaeus,1,-0.752,-0.671,-0.622,-0.268,,,,
L. europaeus,1,-0.53,-0.287,-0.384,0.114,,,,
L. europaeus,1,-0.852,-1.046,-0.938,-0.668,,,,
L. europaeus,1,-0.179,-0.446,0.766,0.999,,,,
L. europaeus,1,-0.893,-0.759,-0.471,-0.262,,,,
L. europaeus,1,-0.723,-0.734,-0.615,-0.272,,,,
L. europaeus,1,-0.838,-0.713,-0.579,-0.241,,,,
L. europaeus,1,-0.694,-0.525,-0.27,0.166,,,,
L. europaeus,1,-0.763,-0.678,-0.606,-0.268,,,,
L. europaeus,1,-0.82,-0.626,-0.544,-0.269,,,,
L. europaeus,1,-1.458,-1.103,-0.459,-0.013,,,,
L. europaeus,1,-0.854,-0.635,-0.55,-0.258,,,,
L. europaeus,1,-0.82,-0.642,-0.552,-0.272,,,,
L. europaeus,1,-1.156,-0.113,-1.12,0.11,,,,
L. europaeus,1,-0.829,-0.599,-0.537,-0.276,,,,
L. europaeus,1,-0.931,-1.535,-0.456,-0.788,,,,
L. europaeus,1,-0.942,-0.761,-0.548,-0.207,,,,
L. europaeus,1,-0.915,-1.14,-0.514,-0.503,,,,
L. europaeus,1,-0.316,-0.5,-0.47,0.09,,,,
L. europaeus,1,-0.192,-0.007,-1.28,1.611,,,,
L. europaeus,1,-0.604,-0.675,-0.721,-0.283,,,,
L. europaeus,1,-0.608,-0.674,-0.721,-0.282,,,,
L. europaeus,1,-0.937,-0.771,-0.509,-0.228,,,,
L. europaeus,1,-0.758,-0.441,-0.258,0.174,,,,
L. europaeus,1,-0.942,-0.766,-0.507,-0.228,,,,
L. europaeus,1,-0.824,-0.848,-0.593,-0.226,,,,
L. europaeus,1,-0.641,-0.419,-0.312,0.149,,,,
L. europaeus,1,-0.274,-0.456,-0.484,0.076,,,,
L. europaeus,1,-0.713,-0.41,-0.283,0.164,,,,
L. europaeus,1,-0.827,-0.829,-0.593,-0.224,,,,
L. europaeus,1,-0.283,-0.471,-0.488,0.08,,,,
L. europaeus,1,-1.081,1.25,-1.971,1.626,,,,
L. europaeus,1,-0.148,-0.378,1.387,0.599,,,,
L. europaeus,1,-0.841,-0.814,-0.589,-0.222,,,,
L. europaeus,1,-0.846,-0.786,-0.598,-0.221,,,,
L. europaeus,1,-0.857,-0.793,-0.595,-0.22,,,,
L. europaeus,1,-1.151,-0.761,-0.44,-0.173,,,,
L. europaeus,1,-1.134,1.061,-1.576,0.862,,,,
L. europaeus,1,-0.946,-0.705,-0.531,-0.216,,,,
L. europaeus,1,-0.947,-0.276,-1.574,-0.37,,,,
L. europaeus,1,0.105,-0.294,-0.689,-0.011,,,,
L. europaeus,1,-0.048,-0.681,-0.981,-0.398,,,,
L. europaeus,1,0.062,-0.359,1.663,0.886,,,,
L. europaeus,1,-0.037,-0.455,1.305,0.597,,,,
L. europaeus,1,-0.004,-0.686,-0.991,-0.409,,,,
L. europaeus,1,-0.475,-0.914,0.316,0.019,,,,
L. europaeus,1,-0.559,-0.969,-0.706,-0.268,,,,
L. europaeus,1,0.398,-0.15,-0.843,-0.08,,,,
L. europaeus,1,-0.812,-1.438,-0.956,-0.623,,,,
L. europaeus,1,-0.812,0.807,-1.514,0.721,,,,
L. europaeus,1,-0.189,-1.361,-0.786,-1.162,,,,
L. europaeus,1,-0.185,-0.539,0.542,0.386,,,,
L. europaeus,1,-0.375,-0.855,-0.811,-0.314,,,,
L. europaeus,1,-0.677,-1.018,-0.649,-0.24,,,,
L. europaeus,1,-0.379,-0.851,-0.808,-0.314,,,,
L. europaeus,1,0.357,-0.434,1.096,0.518,,,,
L. europaeus,1,0.028,-0.553,1.064,0.531,,,,
L. europaeus,1,-0.485,0.456,-0.966,0.664,,,,
L. europaeus,1,-0.28,0.402,-1.884,1.921,,,,
L. europaeus,1,0.215,-0.191,-0.743,-0.048,,,,
L. europaeus,1,0.737,-0.171,0.671,0.359,,,,
L. europaeus,1,0.547,-0.179,0.136,0.208,,,,
L. europaeus,1,0.207,-0.202,-0.759,-0.037,,,,
L. europaeus,1,0.205,-0.201,-0.757,-0.037,,,,
L. europaeus,1,0.206,-0.199,-0.757,-0.037,,,,
L. europaeus,1,-0.046,0.769,-1.631,0.422,,,,
L. europaeus,1,0.035,0.443,-1.342,0.271,,,,
L. europaeus,1,-0.132,1.09,-1.925,0.576,,,,
L. europaeus,1,-0.695,-0.909,-0.59,-0.265,,,,
L. europaeus,1,0.626,-1.768,-0.286,-1.019,,,,
L. europaeus,1,1.379,-1.357,0.349,-1.037,,,,
L. europaeus,1,1.265,-0.877,0.226,-0.309,,,,
L. europaeus,1,1.15,-0.993,0.837,-0.087,,,,
L. europaeus,1,1.589,-0.87,0.887,-0.391,,,,
L. europaeus,1,0.673,-0.844,0.884,0.362,,,,
L. europaeus,1,0.328,-1.924,-0.237,-0.291,,,,
L. europaeus,1,1.806,-1.364,1.038,-0.692,,,,
L. europaeus,1,1.522,-0.797,1.235,-0.183,,,,
L. europaeus,1,1.491,-0.765,1.161,-0.099,,,,
L. europaeus,1,0.815,-1.345,0.181,-0.574,,,,
L. europaeus,1,1.289,-0.702,1.088,0.79,,,,
L. europaeus,1,0.647,-1.096,-0.644,-0.71,,,,
L. europaeus,1,0.977,-1.547,-0.957,-1.329,,,,
L. europaeus,1,1.404,-1,0.799,-0.155,,,,
L. europaeus,1,0.266,-1.978,-0.849,-1.068,,,,
L. europaeus,1,1.397,-1.41,0.297,-0.641,,,,
L. europaeus,1,0.987,-1.258,-0.486,-1.055,,,,
L. europaeus,1,1.379,-1.105,0.878,-0.512,,,,
L. europaeus,1,2.16,-0.523,2.019,1.069,,,,
L. europaeus,1,1.614,-1.124,0.383,-0.672,,,,
L. europaeus,1,0.448,-1.37,-1.118,-0.924,,,,
L. europaeus,1,0.579,-1.639,-0.079,-0.726,,,,
L. europaeus,1,1.079,-1.184,0.5,0.08,,,,
L. europaeus,1,0.669,-0.996,-0.449,-0.235,,,,
L. europaeus,1,0.878,-0.659,0.243,0.454,,,,
L. europaeus,1,1.357,-0.072,-1.676,3.327,,,,
L. europaeus,1,0.485,-1.683,0.177,-0.639,,,,
L. europaeus,1,0.382,-1.763,-0.974,-0.973,,,,
L. europaeus,1,1.348,-0.726,-0.652,1.493,,,,
L. europaeus,1,1.38,-0.986,-0.035,-0.941,,,,
L. europaeus,1,1.454,-1.232,-0.051,-1.186,,,,
L. europaeus,1,1.754,-0.91,0.649,-0.071,,,,
L. europaeus,1,1.726,-1.327,0.946,-0.399,,,,
L. europaeus,1,0.529,-1.299,-1.1,-0.956,,,,
L. europaeus,1,1.09,-0.913,0.052,-0.328,,,,
L. europaeus,1,1.138,-1.568,-0.844,-1.511,,,,
L. europaeus,1,1.641,-0.641,-0.574,3.311,,,,
L. europaeus,1,1.667,-0.89,1.639,0.041,,,,
L. europaeus,1,1.632,-1.174,1.52,0.104,,,,
L. europaeus,1,1.511,-1.225,0.925,-0.469,,,,
L. europaeus,1,1.495,-1.221,0.728,-0.718,,,,
L. europaeus,1,1.05,-1.69,-0.354,-1.451,,,,
L. europaeus,1,1.082,-1.299,-0.436,-1.148,,,,
L. europaeus,1,1.359,-0.936,-0.068,-0.883,,,,
L. europaeus,1,0.694,-1.777,-0.208,-0.873,,,,
L. europaeus,1,1.09,-0.927,-0.968,-0.659,,,,
L. europaeus,1,1.425,-1.025,0.54,-0.206,,,,
L. europaeus,1,1.019,-1.421,0.679,-0.012,,,,
L. europaeus,1,0.604,-1.74,-0.296,-1.021,,,,
L. europaeus,1,0.154,-1.762,-0.109,-0.436,,,,
L. europaeus,1,0.741,-0.654,-0.514,-0.148,,,,
L. europaeus,1,1.317,-1.643,-0.929,-1.553,,,,
L. europaeus,1,0.551,-1.736,-1.416,-1.392,,,,
L. europaeus,1,2.158,-1.262,0.542,-0.834,,,,
L. europaeus,1,0.683,-1.793,-1.07,-1.283,,,,
L. europaeus,1,0.985,-1.663,-0.448,-1.048,,,,
L. europaeus,1,1.086,-0.628,1.2,0.343,,,,
L. europaeus,1,1.511,-1.047,0.827,-0.029,,,,
L. europaeus,1,-0.264,-2.162,-1.298,-1.091,,,,
L. europaeus,1,0.186,-1.649,-1.061,-0.807,,,,
L. europaeus,1,1.315,-0.501,-0.728,-0.284,,,,
L. europaeus,1,1.051,-1.091,0.419,0.873,,,,
L. europaeus,1,0.959,-1.458,-0.456,-0.771,,,,
L. europaeus,1,1.526,-1.064,0.481,-0.49,,,,
L. europaeus,1,1.781,-0.954,1.329,0.455,,,,
L. europaeus,1,0.5,-1.786,0.334,-0.368,,,,
L. europaeus,1,1.545,-0.887,0.904,-0.384,,,,
L. europaeus,1,1.633,-1.766,-0.182,-1.039,,,,
L. europaeus,1,0.945,-1.001,-0.907,-0.619,,,,
L. europaeus,1,0.824,-1.063,-0.845,-0.589,,,,
L. europaeus,1,0.104,-1.545,-0.749,-0.297,,,,
L. europaeus,1,0.584,-1.539,-0.88,-1.245,,,,
L. europaeus,1,0.319,-1.333,-1.111,-0.896,,,,
L. europaeus,1,1.492,-0.321,-0.775,3.024,,,,
L. europaeus,1,0.981,-2.264,-0.847,-2.184,,,,
L. europaeus,1,2.078,-0.048,-0.977,3.703,,,,
L. europaeus,1,2.278,-0.836,-0.098,1.243,,,,
L. europaeus,1,1.85,-0.204,-1.023,-0.413,,,,
L. europaeus,1,2.172,-0.922,0.397,-0.404,,,,
L. europaeus,1,0.394,-1.466,-1.152,-0.898,,,,
L. europaeus,1,1.928,-0.037,-0.388,3.103,,,,
L. europaeus,1,1.414,-0.7,-0.09,-0.267,,,,
L. europaeus,1,0.093,-1.678,-1.103,-0.755,,,,
L. europaeus,1,1.845,-1.279,-0.016,-1.202,,,,
L. europaeus,1,0.725,-0.958,-0.939,-0.564,,,,
L. europaeus,1,0.226,-1.97,-1.275,-1.457,,,,
L. europaeus,1,1.863,-0.823,0.395,-0.257,,,,
L. europaeus,1,1.808,-0.933,0.202,-0.655,,,,
L. europaeus,1,0.87,-0.839,-0.558,-0.473,,,,
L. europaeus,1,1.487,-1.014,0.376,-0.648,,,,
L. europaeus,1,1.593,-1.332,-0.409,-1.482,,,,
L. europaeus,1,1.533,-0.367,-0.862,-0.334,,,,
L. europaeus,1,0.429,-1.189,-1.173,-0.926,,,,
L. europaeus,1,0.126,-1.295,-0.672,-0.478,,,,
L. europaeus,1,1.558,-1.157,0.126,-0.611,,,,
L. europaeus,1,0.44,-1.605,-1.518,-1.342,,,,
L. europaeus,1,0.851,-0.466,-0.594,-0.179,,,,
L. europaeus,1,1.83,-0.747,0.966,-0.38,,,,
L. europaeus,1,1.723,-0.209,-0.028,1.708,,,,
L. europaeus,1,0.916,-1.385,-1.021,-1.318,,,,
L. europaeus,1,0.923,-0.784,-0.215,0.031,,,,
L. europaeus,1,1.877,-0.641,0.975,0.529,,,,
L. europaeus,1,0.389,-1.165,-1.158,-0.918,,,,
L. europaeus,1,0.932,-1.045,-0.094,-0.706,,,,
L. europaeus,1,0.999,-0.671,0.876,0.371,,,,
L. europaeus,1,0.755,-1.829,-1.307,-1.696,,,,
L. europaeus,1,1.133,-0.794,-0.46,-0.175,,,,
L. europaeus,1,0.847,-0.823,-0.917,-0.602,,,,
L. europaeus,1,1.883,-1.087,0.328,-0.804,,,,
L. europaeus,1,1.895,-0.641,-0.128,-0.463,,,,
L. europaeus,1,1.249,-1.017,-0.113,-0.246,,,,
L. europaeus,1,1.56,-0.931,0.96,0.349,,,,
L. europaeus,1,1.128,-1.093,-0.78,-0.943,,,,
L. europaeus,1,1.079,-0.997,-0.603,-1.086,,,,
L. europaeus,1,1.573,-0.433,1.14,0.695,,,,
L. europaeus,1,1.696,-1.291,0.04,-1.164,,,,
L. europaeus,1,1.926,-1.256,0.06,-0.692,,,,
L. europaeus,1,2.129,-0.902,1.011,0.348,,,,
L. europaeus,1,0.87,-1.302,-0.692,-1.115,,,,
L. europaeus,1,2.106,-0.285,-0.521,1.634,,,,
L. europaeus,1,1.68,-0.8,0.557,0.289,,,,
L. europaeus,1,2.108,-0.726,1.426,-0.173,,,,
L. europaeus,1,1.285,-1.583,-0.927,-1.542,,,,
L. europaeus,1,1.398,-0.922,0.25,-0.164,,,,
L. europaeus,1,1.856,-1.26,0.224,-0.895,,,,
L. europaeus,1,1.673,-1.372,0.084,-1.005,,,,
L. europaeus,1,0.014,-1.321,-0.808,-0.298,,,,
L. europaeus,1,1.309,-1.18,-0.528,-1.276,,,,
L. europaeus,1,0.792,-0.78,-0.547,-0.463,,,,
L. europaeus,1,1.836,-0.544,1.332,0.345,,,,
L. europaeus,1,0.296,-1.44,0.328,-0.25,,,,
L. europaeus,1,1.444,-1.136,0.088,-0.507,,,,
L. europaeus,1,1.258,-0.808,-0.308,-0.035,,,,
L. europaeus,1,2.462,-0.803,1.942,0.365,,,,
L. europaeus,1,2.213,-0.704,1.49,0.234,,,,
L. europaeus,1,1.205,-0.514,0.467,0.127,,,,
L. europaeus,1,1.091,-1.036,-0.343,-0.815,,,,
L. europaeus,1,0.55,-1.226,-1.239,-0.943,,,,
L. europaeus,1,1.583,-1.053,0.793,-0.416,,,,
L. europaeus,1,2.099,-0.658,1.361,0.22,,,,
L. europaeus,1,1.742,-0.939,-0.147,-1.022,,,,
L. europaeus,1,1.378,-0.766,0.423,0.184,,,,
L. europaeus,1,1.21,-1.185,-0.078,-0.254,,,,
L. europaeus,1,1.167,-0.668,0.78,0.713,,,,
L. europaeus,1,0.818,-0.713,-0.127,0.388,,,,
L. europaeus,1,1.219,-0.824,-1.058,-0.678,,,,
L. europaeus,1,1.133,-1.067,0.588,-0.224,,,,
L. europaeus,1,1.171,-0.924,-0.803,-0.96,,,,
L. europaeus,1,1.474,-0.306,-0.113,0.325,,,,
L. europaeus,1,0.939,-0.335,-0.642,-0.226,,,,
L. europaeus,1,1.357,-0.27,0.438,0.05,,,,
L. europaeus,1,1.667,-0.89,1.639,0.041,,,,
L. europaeus,1,1.159,-1.049,0.07,-0.703,,,,
L. europaeus,1,0.959,-1.458,-0.456,-0.771,,,,
L. europaeus,1,0.683,-1.793,-1.07,-1.283,,,,
L. europaeus,1,0.976,-1.033,-0.594,-0.995,,,,
L. europaeus,1,1.133,-0.794,-0.46,-0.175,,,,
L. europaeus,1,1.311,-1.011,-0.375,-0.857,,,,
L. europaeus,1,0.072,-1.829,-1.392,-1.235,,,,
L. europaeus,1,1.205,-0.514,0.467,0.127,,,,
L. europaeus,1,1.663,-1.326,-0.496,-1.421,,,,
L. europaeus,1,2.462,-0.803,1.942,0.365,,,,
L. europaeus,1,1.359,-0.936,-0.068,-0.883,,,,
L. europaeus,1,0.719,-0.661,-0.501,-0.143,,,,
L. europaeus,1,0.579,-1.639,-0.079,-0.726,,,,
L. europaeus,1,2.099,-0.658,1.361,0.22,,,,
L. europaeus,1,1.377,-1.321,0.31,-0.832,,,,
L. europaeus,1,1.128,-1.093,-0.78,-0.943,,,,
L. europaeus,1,1.743,-0.714,1.706,0.65,,,,
L. europaeus,1,1.593,-1.332,-0.409,-1.482,,,,
L. europaeus,1,1.309,-0.762,0.406,0.749,,,,
L. europaeus,1,1.782,-0.615,1.371,0.357,,,,
L. europaeus,1,0.482,-1.416,-0.572,-0.77,,,,
L. europaeus,1,0.961,-1.406,0.547,0.057,,,,
L. europaeus,1,0.673,-0.844,0.884,0.362,,,,
L. europaeus,1,1.789,-1.154,1.075,-0.122,,,,
L. europaeus,1,1.088,-0.935,-0.977,-0.653,,,,
L. europaeus,1,1.414,-0.7,-0.09,-0.267,,,,
L. europaeus,1,0.847,-0.823,-0.917,-0.602,,,,
L. europaeus,1,1.903,-0.851,0.11,-0.731,,,,
L. europaeus,1,0.851,-0.466,-0.594,-0.179,,,,
L. europaeus,1,1.589,-0.87,0.887,-0.391,,,,
L. europaeus,1,0.438,-1.119,-0.803,-0.452,,,,
L. europaeus,1,1.33,-1.174,-0.542,-1.146,,,,
L. europaeus,1,1.221,-0.962,-0.755,-0.971,,,,
L. europaeus,1,1.487,-1.014,0.376,-0.648,,,,
L. europaeus,1,0.587,-0.777,-0.874,-0.543,,,,
L. europaeus,1,0.382,-1.763,-0.974,-0.973,,,,
L. europaeus,1,0.882,-0.552,-0.642,-0.18,,,,
L. europaeus,1,1.633,-1.766,-0.182,-1.039,,,,
L. europaeus,1,1.218,-0.746,-0.329,-0.565,,,,
L. europaeus,1,1.836,-0.544,1.332,0.345,,,,
L. europaeus,1,1.495,-1.221,0.728,-0.718,,,,
L. europaeus,1,0.529,-1.299,-1.1,-0.956,,,,
L. europaeus,1,1.863,-0.823,0.395,-0.257,,,,
L. europaeus,1,1.258,-0.886,0.186,-0.304,,,,
L. europaeus,1,0.818,-0.713,-0.127,0.388,,,,
L. europaeus,1,1.711,-0.58,0.86,1.1,,,,
L. europaeus,1,0.319,-1.333,-1.111,-0.896,,,,
L. europaeus,1,1.635,-0.967,0.632,0.207,,,,
L. europaeus,1,1.68,-0.8,0.557,0.289,,,,
L. europaeus,1,0.551,-1.736,-1.416,-1.392,,,,
L. europaeus,1,0.485,-1.683,0.177,-0.639,,,,
L. europaeus,1,1.578,-1.031,1.099,-0.405,,,,
L. europaeus,1,1.357,-0.072,-1.676,3.327,,,,
L. europaeus,1,0.202,-1.083,-0.82,-0.382,,,,
L. europaeus,1,0.951,-0.816,-0.384,-0.428,,,,
L. europaeus,1,1.912,-1.032,1.235,0.119,,,,
L. europaeus,1,1.137,-0.963,0.051,-0.704,,,,
L. europaeus,1,1.877,-0.641,0.975,0.529,,,,
L. europaeus,1,0.945,-1.001,-0.907,-0.619,,,,
L. europaeus,1,2.16,-0.523,2.019,1.069,,,,
L. europaeus,1,0.912,-1.143,0.76,0.422,,,,
L. europaeus,1,1.927,-1.324,1.142,0.359,,,,
L. europaeus,1,1.019,-1.421,0.679,-0.012,,,,
L. europaeus,1,1.926,-1.256,0.06,-0.692,,,,
L. europaeus,1,0.824,-1.063,-0.845,-0.589,,,,
L. europaeus,1,2.388,-0.508,1.69,1.064,,,,
L. europaeus,1,1.18,-1.359,0.293,-0.934,,,,
L. europaeus,1,0.687,-0.803,-0.894,-0.563,,,,
L. europaeus,1,1.277,-0.522,-0.33,-0.68,,,,
L. europaeus,1,0.383,-1.453,-0.206,-0.189,,,,
L. europaeus,1,1.267,-0.992,1.008,-0.06,,,,
L. europaeus,1,0.121,-1.143,-0.841,-0.343,,,,
L. europaeus,1,1.83,-0.747,0.966,-0.38,,,,
L. europaeus,1,1.444,-1.136,0.088,-0.507,,,,
L. europaeus,1,2.108,-0.726,1.426,-0.173,,,,
L. europaeus,1,0.014,-1.321,-0.808,-0.298,,,,
L. europaeus,1,1.806,-1.364,1.038,-0.692,,,,
L. europaeus,1,-0.264,-2.162,-1.298,-1.091,,,,
L. europaeus,1,1.219,-0.824,-1.058,-0.678,,,,
L. europaeus,1,0.904,-0.851,-0.846,-0.756,,,,
L. europaeus,1,0.986,-0.995,-0.539,-1.074,,,,
L. europaeus,1,0.987,-1.258,-0.486,-1.055,,,,
L. europaeus,1,0.154,-1.762,-0.109,-0.436,,,,
L. europaeus,1,0.517,-1.012,-0.149,-0.446,,,,
L. europaeus,1,0.923,-0.784,-0.215,0.031,,,,
L. europaeus,1,2.146,-0.572,2.487,0.778,,,,
L. europaeus,1,2.154,-0.338,-0.388,2.8,,,,
L. europaeus,1,0.613,-1.21,-0.896,-0.471,,,,
L. europaeus,1,0.755,-1.829,-1.307,-1.696,,,,
L. europaeus,1,1.258,-0.808,-0.308,-0.035,,,,
L. europaeus,1,2.129,-0.902,1.011,0.348,,,,
L. europaeus,1,0.659,-1.042,-0.882,-0.511,,,,
L. europaeus,1,0.773,-1.399,0.376,-0.225,,,,
L. europaeus,1,0.126,-1.295,-0.672,-0.478,,,,
L. europaeus,1,1.673,-1.372,0.084,-1.005,,,,
L. europaeus,1,0.499,-1.266,-1.19,-0.937,,,,
L. europaeus,1,0.382,-1.391,-1.084,-0.907,,,,
L. europaeus,1,0.741,-0.654,-0.514,-0.148,,,,
L. europaeus,1,1.754,-0.493,-0.123,0.272,,,,
L. europaeus,1,-0.004,-1.593,-0.67,-0.384,,,,
L. europaeus,1,1.05,-1.69,-0.354,-1.451,,,,
L. europaeus,1,1.65,-0.7,0.517,-0.68,,,,
L. europaeus,1,0.738,-1.679,-0.68,-1.497,,,,
L. europaeus,1,1.227,-1.065,0.174,-0.615,,,,
L. europaeus,1,0.584,-1.539,-0.88,-1.245,,,,
L. europaeus,1,1.229,-1.383,0.382,-0.174,,,,
L. europaeus,1,1.696,-1.291,0.04,-1.164,,,,
L. europaeus,1,1.21,-1.185,-0.078,-0.254,,,,
